kir_imm_white_male_mean
0.54331297
0.55455345
""
0.60781062
0.60367608
""
0.57595897
""
""
0.6083501
0.52895361
0.59954387
""
0.55456299
0.5367564
""
""
0.55568439
""
""
0.57131684
0.56853139
0.57102561
0.53348446
0.62719405
""
0.50343984
0.54836035
0.59171742
""
0.47303456
0.6761983
0.615776
0.5837127
""
0.50817162
""
0.59684336
""
""
0.61744726
""
""
""
""
""
0.62478459
0.73054349
0.65238672
0.58151531
0.56019032
0.62640196
0.52745754
""
""
0.58052075
""
""
""
0.61737412
""
0.57805437
""
""
""
""
""
""
""
""
""
""
""
0.56460857
""
""
""
0.54449558
""
0.59658527
""
0.42504066
""
0.42598903
0.54453623
0.58339924
0.65893137
0.51570725
0.55972594
0.52373391
0.69039327
""
""
0.55953693
""
""
""
0.4834668
0.54240006
0.57803959
0.55491489
0.56962544
0.58595091
0.55847323
0.54358572
0.56150782
0.5292992
0.55992585
""
0.52996981
0.55216718
0.51857287
0.57831395
""
0.54184961
0.6001575
0.56917602
""
""
""
0.54702312
""
""
0.49104524
""
0.56894892
0.61694133
""
""
""
0.63135731
0.51975858
0.57217169
""
0.57321328
""
0.51143003
0.50981086
""
0.44147924
0.53998452
0.46853802
""
""
0.48606792
""
0.51530856
0.45450965
""
""
""
0.59978926
0.73438448
""
0.52190608
0.5934543
""
0.54022813
""
""
""
""
0.6073842
0.65846288
""
0.66590858
0.53329033
0.56986988
0.43216848
0.59737659
0.59738046
0.56935072
0.56435764
0.57296562
0.63352466
0.69710916
0.58331889
0.59532332
0.42726132
0.61519748
0.64360851
0.47676462
0.58371258
""
""
0.60819507
""
""
0.59598511
""
""
0.57301819
0.56183946
""
""
""
0.52706224
0.56670642
0.57850593
0.59787041
0.55814451
0.6202724
0.47890925
0.50260013
0.57176876
0.59884888
0.58545089
0.52800733
0.47770441
0.67167813
0.53297681
0.65064138
""
""
0.63596666
0.61027503
0.56122756
0.60817492
0.53414452
0.53089088
0.57370925
0.5405969
0.5877049
0.60597003
0.58846837
0.64903039
0.58974195
0.53785229
0.63094383
0.59846193
0.57306051
0.60203725
""
0.56778508
""
""
""
0.52003127
""
""
0.54056424
0.57602936
0.48508772
0.60355443
0.53605211
""
0.59145176
0.60163909
0.62120235
0.62870568
0.60409611
0.6426124
0.64418107
""
0.61560708
0.61583281
0.57999969
0.64739192
0.61495072
0.5895797
0.63994354
0.65298992
0.61455053
0.62269968
0.59504962
0.64939612
0.64349884
0.66513282
0.63660306
0.58372068
0.61421239
0.66190797
""
0.51426566
0.49665904
0.60812169
0.59791332
0.59705728
0.57832575
0.58452564
0.59931695
""
""
0.65861213
0.62123388
0.56616014
0.61544591
0.640872
0.53824663
""
""
""
0.64051497
0.55696273
0.56101841
""
""
0.62287045
0.6351195
0.58448267
0.62036264
""
0.57462215
0.58002937
""
0.42909917
""
""
0.54222494
""
0.59728545
0.59591061
0.58990508
0.59539521
0.61737108
0.63765991
""
0.58363634
0.61306179
0.52853692
0.55240798
0.59037173
0.61914074
""
""
0.5810371
0.59984052
0.49456424
0.63515615
0.600326
""
0.62274873
0.6067369
0.6060375
0.5251475
0.6342802
0.5911147
0.47421834
""
0.61109173
""
""
0.6012941
0.62124932
0.57718736
""
0.55254883
""
""
0.60245401
0.54505497
""
0.55465043
""
0.56130683
0.6537208
""
0.50047582
""
""
""
""
0.55718666
""
""
""
""
""
""
""
""
""
0.74330348
""
""
""
""
""
""
0.66443491
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.64325613
""
""
""
""
""
""
0.55289829
0.50866205
""
0.59083819
0.61392152
""
""
""
0.61138046
0.57513291
""
""
""
""
""
""
""
""
""
""
""
""
0.61116379
""
""
""
""
""
0.59875202
0.54233795
0.62831771
""
""
""
0.5200277
""
""
""
""
""
0.5850082
""
""
""
""
""
""
""
0.6356082
""
0.5947929
""
""
0.563241
""
""
""
""
""
""
0.55220956
""
""
0.66064459
""
""
""
""
""
""
""
""
""
""
""
""
0.68151468
""
""
0.58866912
0.60456824
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55782688
0.54282451
0.59128612
0.55952168
""
""
""
0.57263398
0.60823202
0.61303532
0.53384972
0.42666253
""
""
0.57622606
""
0.51451337
0.47731492
0.5515039
""
0.55018973
0.57499427
0.52088898
0.51817048
""
0.63588679
0.61737949
""
0.5541451
0.55840331
0.47826803
""
""
""
0.62084836
""
0.57814574
0.61851317
0.57134569
""
0.53298426
""
""
""
""
""
""
""
""
""
""
""
""
0.56280309
""
""
0.60052794
""
0.56810868
""
""
""
0.66663408
""
""
""
""
""
0.42154661
0.54956639
0.55202627
0.67563951
0.64864194
0.63859117
0.60712564
0.59908956
""
0.69208306
""
""
""
""
""
""
""
""
0.54482055
""
""
0.51359332
""
""
""
""
""
0.62979603
""
0.53990656
0.61028379
0.60272396
0.56978869
0.53988862
0.54893345
0.59531426
0.57955092
0.62139523
""
0.55253536
0.53807765
0.67268246
0.61860639
0.50221157
0.55591953
0.48164657
""
""
0.65225917
""
""
""
""
""
""
""
""
""
""
""
""
0.60166341
""
""
0.51082164
""
""
""
""
""
""
""
""
0.61384672
""
""
0.49742392
0.54813832
""
""
""
0.54541129
0.59733474
""
""
""
""
0.60337937
""
0.51364028
""
0.68843949
""
""
""
0.59232569
""
0.58456409
""
0.53962761
0.59792894
""
0.70526189
0.58175296
""
0.65466678
0.5022155
0.55535245
""
0.56654876
""
""
0.64985698
""
""
""
""
0.6512816
0.64066881
0.65546805
0.58837879
""
""
""
""
""
0.70873398
0.56962574
""
""
0.53399235
0.48506361
0.56357682
""
0.51877552
0.57004976
0.61505252
0.57889408
0.58676684
0.59094948
0.65343297
0.58093846
""
""
0.56222564
0.58684087
0.64488381
