grad_hisp_male_n
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
118.0
31.0
23.0
29.0
""
""
1514.0
60.0
""
663.0
113.0
104.0
47.0
195.0
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
681.0
""
""
75.0
""
""
414.0
""
40.0
960.0
""
""
341.0
""
752.0
154.0
""
""
10434.0
149.0
54.0
""
33.0
262.0
""
""
500.0
97.0
""
1931.0
81.0
""
1573.0
560.0
89.0
1910.0
1880.0
284.0
528.0
112.0
412.0
317.0
1042.0
217.0
36.0
""
""
221.0
170.0
411.0
67.0
32.0
""
518.0
""
723.0
109.0
23.0
326.0
""
184.0
""
""
""
83.0
22.0
""
""
""
""
""
""
""
""
451.0
""
46.0
""
""
216.0
""
""
""
""
""
""
""
""
224.0
""
""
""
""
79.0
23.0
""
""
35.0
""
""
""
22.0
30.0
23.0
""
""
""
""
""
199.0
""
""
""
""
""
""
""
""
""
""
163.0
""
200.0
196.0
""
""
163.0
30.0
""
22.0
25.0
93.0
""
93.0
""
""
""
""
90.0
694.0
""
""
""
""
80.0
""
""
""
86.0
21.0
""
""
""
""
""
""
""
""
28.0
36.0
25.0
443.0
""
""
""
""
""
41.0
99.0
26.0
""
""
""
47.0
46.0
27.0
2481.0
25.0
""
39.0
21.0
469.0
154.0
332.0
66.0
127.0
130.0
""
""
60.0
""
39.0
140.0
""
""
""
""
81.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
29.0
""
75.0
""
""
""
""
""
""
""
""
""
""
86.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
70.0
""
""
""
""
""
""
90.0
""
29.0
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
""
""
35.0
221.0
""
37.0
48.0
""
""
""
""
21.0
""
""
""
25.0
""
""
""
61.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2462.0
""
""
""
""
""
224.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
239.0
""
25.0
""
234.0
33.0
""
""
""
""
""
50.0
""
""
""
""
""
""
""
""
""
""
""
""
